price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
138000.0,76.0,-34.6036844,-58.3815591,Balvanera
160000.0,78.0,-34.609929,-58.415977,Almagro
71900.0,37.0,-34.595955,-58.447416,Villa Crespo
115000.0,60.0,-34.6027679,-58.4568995,Paternal
89000.0,38.0,-34.600022,-58.4175858,Almagro
90000.0,72.0,-34.6539485,-58.393004,Barracas
70000.0,43.0,-34.6200663,-58.3888229,Monserrat
210000.0,76.0,-34.586033,-58.41367,Palermo
190000.0,47.0,-34.5820910144,-58.4133710234,Barrio Norte
140000.0,53.0,-34.598107,-58.410285,Palermo
119000.0,47.0,-34.6221405894,-58.4587847804,Caballito
187000.0,81.0,-34.5686264737,-58.4496581554,Belgrano
125000.0,39.0,-34.5500517,-58.482934,Saavedra
75000.0,42.0,-34.6100246,-58.4239755,Almagro
220000.0,60.0,-34.5981047382,-58.4342551947,Villa Crespo
150000.0,98.0,-34.6097193,-58.4018129,Once
146000.0,46.0,-34.597769,-58.42644,Villa Crespo
55000.0,35.0,-34.6186349,-58.478887,Flores
99500.0,42.0,-34.5636408,-58.4903092,Saavedra
123000.0,43.0,-34.607587,-58.4306631,Parque Centenario
112000.0,36.0,-34.5907652,-58.4172571,Palermo
195000.0,55.0,-34.5550983,-58.4618776,Belgrano
78000.0,40.0,-34.625227,-58.457758,Flores
72000.0,39.0,-34.60144,-58.426881,Almagro
182042.34,69.0,-34.5538467,-58.4920942,Saavedra
187000.0,56.0,-34.619895,-58.430003,Caballito
131216.0,42.0,-34.5688712,-58.4884216,Villa Urquiza
130000.0,85.0,-34.604459,-58.4067658,Abasto
79000.0,36.0,-34.624942,-58.4121112,Boedo
105000.0,50.0,-34.599565,-58.428431,Villa Crespo
108223.82,33.0,-34.623337,-58.3977098,San Cristobal
205000.0,57.0,-34.5681113,-58.4334831,Las Cañitas
195000.0,78.0,-34.5994246,-58.4079749,Once
80896.57,34.0,-34.6177615,-58.383662,Monserrat
65900.0,33.0,-34.616151,-58.50121,Monte Castro
66458.0,34.0,-34.63099,-58.4201892,Boedo
239000.0,100.0,-34.5594061,-58.4559962,Belgrano
95000.0,43.0,-34.58489,-58.419,Palermo
281170.0,100.0,-34.564511,-58.464647,Belgrano
93000.0,50.0,-34.619474,-58.370813,San Telmo
104400.0,45.0,-34.6177225707,-58.384115696,San Telmo
96298.22,39.0,,,Caballito
130000.0,62.0,-34.6401322,-58.4780661,Floresta
95000.0,34.0,-34.5911955,-58.5080558,Villa Pueyrredón
158000.0,75.0,-34.595787,-58.43482,Villa Crespo
290000.0,50.0,-34.5696558,-58.4329632,Palermo
185000.0,75.0,-34.6390703966,-58.3693349267,Barracas
130000.0,47.0,-34.6256602055,-58.4318008844,Caballito
120000.0,66.0,-34.584685,-58.443003,Palermo
85000.0,35.0,-34.6125,-58.3833333,Monserrat
87000.0,35.0,-34.590515,-58.4139364,Palermo
88517.0,45.0,-34.6283,-58.429794,Caballito
125000.0,45.0,-34.6076685,-58.449767,Paternal
145000.0,53.0,-34.612872,-58.430264,Caballito
72000.0,43.0,-34.617073,-58.503334,Villa del Parque
152000.0,80.0,-34.5987301,-58.4352229,Villa Crespo
219235.0,59.0,-34.6223362,-58.4348699,Caballito
158000.0,49.0,-34.557199,-58.480847,Saavedra
98000.0,34.0,-34.6036844,-58.3815591,Centro / Microcentro
148000.0,43.0,-34.598681,-58.4824163,Agronomía
75000.0,45.0,-34.5961213,-58.4460326,Villa Crespo
199000.0,50.0,-34.5905992,-58.4329758,Palermo
88498.0,34.0,-34.610953,-58.417757,Almagro
99800.0,39.0,-34.5718369,-58.479947,Villa Urquiza
94000.0,43.0,,,
87000.0,42.0,-34.5933,-58.4921,Agronomía
78000.0,31.0,-34.5816538,-58.4684523,Villa Ortuzar
88500.0,42.0,-34.6031379,-58.4574031,Caballito
230000.0,93.0,-34.5625468307,-58.4444345762,Belgrano
87000.0,47.0,-34.579783,-58.450549,Colegiales
145000.0,96.0,-34.618893,-58.461994,Flores
119000.0,76.0,-34.6027301,-58.3969938,Balvanera
169000.0,70.0,-34.5868037398,-58.4149373391,Palermo
67500.0,36.0,-34.6105529,-58.4117165,Almagro
91781.43,32.0,-34.6214652,-58.4045115,San Cristobal
80000.0,45.0,-34.5818853,-58.495122,Villa Pueyrredón
75000.0,40.0,-34.6123648,-58.4245924,Almagro
81000.0,42.0,-34.60801,-58.414779,Almagro
105000.0,33.0,-34.5582269,-58.4583569,Belgrano
130000.0,70.0,-34.616431,-58.500434,Monte Castro
95000.0,71.0,,,Barracas
183000.0,64.0,-34.579968,-58.432235,Palermo
125000.0,45.0,-34.5989208629,-58.4458254638,Villa Crespo
162000.0,45.0,-34.5636498,-58.4653792,Coghlan
96000.0,53.0,-34.610826,-58.384776,Monserrat
109000.0,50.0,-34.5361079,-58.4671889,Nuñez
122000.0,60.0,-34.6187943,-58.3874589,San Cristobal
120000.0,52.0,-34.60613,-58.4741353,Paternal
126800.0,49.0,-34.5720808,-58.4825026,Villa Urquiza
89000.0,42.0,-34.570884,-58.488694,Villa Urquiza
97000.0,43.0,,,
190729.0,67.0,-34.589548,-58.4193856,Palermo
95000.0,38.0,-34.6014275,-58.4163254,Almagro
118000.0,62.0,-34.6206226,-58.3684327,San Telmo
98000.0,40.0,-34.6285441,-58.3599534,Boca
130000.0,73.0,-34.6210893,-58.418407,Boedo
130000.0,42.0,-34.5832669927,-58.4445015453,Colegiales
177000.0,80.0,-34.584164,-58.422439,Palermo
225000.0,54.0,-34.5813995,-58.4493192,Colegiales
245000.0,98.0,-34.6035545017,-58.4181036625,Abasto
94000.0,55.0,-34.6033089,-58.3971897,Once
152000.0,46.0,-34.5708449,-58.440518,Belgrano
196000.0,55.0,-34.5546708,-58.4673571,Nuñez
142000.0,53.0,-34.5614675664,-58.4674706534,Belgrano
120000.0,67.0,-34.6264359,-58.3767255,San Telmo
141780.0,52.0,-34.5958969,-58.4715637,Paternal
185000.0,79.0,-34.633333,-58.466667,Flores
105000.0,38.0,-34.566505,-58.450619,Belgrano
100924.45,32.0,-34.570884,-58.4886936,Villa Urquiza
279000.0,90.0,-34.5893050405,-58.4092220489,Barrio Norte
104999.0,62.0,-34.608668,-58.521697,Villa Devoto
76000.0,32.0,-34.6000876,-58.4195682,Almagro
115000.0,32.0,-34.582036,-58.451877,Colegiales
90000.0,31.0,-34.601351,-58.396668,Balvanera
125000.0,46.0,-34.557199,-58.480847,Saavedra
84448.12,42.0,-34.6321116,-58.3703982,Barracas
155000.0,75.0,-34.5907572,-58.4354142,Palermo
130000.0,60.0,-34.6207377,-58.4669447,Flores
143000.0,40.0,-34.5938779,-58.429594,Palermo
89035.0,38.0,-34.5688712,-58.4884216,Villa Urquiza
153979.85,56.0,-34.6264374,-58.4598574,Flores
70000.0,33.0,-34.60751283,-58.44421337,Caballito
249900.0,76.0,-34.5605920994,-58.4439501857,Belgrano
124267.0,47.0,-34.58423,-58.4787009,Parque Chas
115079.0,49.0,-34.6244303,-58.3741828,San Telmo
120000.0,49.0,-34.5957547,-58.3960642,
236132.0,83.0,-34.572721,-58.483565,Villa Urquiza
92800.0,49.0,-34.6162229,-58.4184465,Almagro
84000.0,35.0,-34.584399,-58.425724,Palermo
160000.0,76.0,-34.5962954517,-58.4385510091,Villa Crespo
110000.0,53.0,-34.6109202,-58.416863,Almagro
98000.0,31.0,,,Palermo
83500.0,37.0,-34.61335,-58.38465,Centro / Microcentro
130000.0,57.0,-34.5741034,-58.4419019,Palermo
110760.0,42.0,-34.544171,-58.478875,Saavedra
145000.0,55.0,-34.5986211,-58.3714222,Centro / Microcentro
84000.0,46.0,-34.6031799,-58.394565,Balvanera
133000.0,75.0,-34.6073418,-58.3907693,Balvanera
147000.0,50.0,-34.573917,-58.489945,Villa Urquiza
93653.0,45.0,-34.593335,-58.442214,Villa Crespo
70000.0,31.0,-34.5775880586,-58.4963752416,Villa Urquiza
115000.0,59.0,-34.61174,-58.431977,Caballito
285000.0,88.0,-34.589809,-58.4463145,Chacarita
150000.0,52.0,-34.5536629526,-58.4555330697,Nuñez
96000.0,47.0,-34.6111409182,-58.3948150344,Congreso
205000.0,76.0,-34.55982,-58.481434,Nuñez
92107.0,31.0,-34.6014487472,-58.3971252862,Barrio Norte
142000.0,69.0,-34.5986461,-58.39644,Barrio Norte
78800.0,41.0,,,Villa Crespo
210000.0,65.0,-34.5915663,-58.5068965,Villa Devoto
98500.0,68.0,-34.609502,-58.411796,Balvanera
85000.0,59.0,-34.63003,-58.481137,Floresta
69000.0,37.0,-34.61321,-58.405661,Balvanera
90000.0,38.0,-34.573525,-58.442896,Palermo
117000.0,42.0,-34.5548123,-58.4396756,Belgrano
170000.0,67.0,-34.5818364,-58.4512878,Colegiales
154112.0,42.0,-34.544171,-58.478875,Saavedra
86000.0,43.0,-34.60171,-58.406754,Almagro
175000.0,42.0,-34.5829764,-58.4208597,Palermo
95000.0,50.0,-34.609508,-58.51432,Villa Devoto
95000.0,65.0,,,Congreso
190000.0,81.0,-34.5929249,-58.4031336,Barrio Norte
165000.0,79.0,-34.56537,-58.440363,Belgrano
85000.0,37.0,-34.5611709,-58.4658404,Coghlan
95000.0,52.0,-34.6140891,-58.4113361,Balvanera
98000.0,37.0,-34.577044,-58.447738,Colegiales
260000.0,75.0,-34.575922,-58.436826,Palermo
215100.0,63.0,,,Belgrano
88000.0,32.0,-34.588209,-58.430014,Palermo
90000.0,54.0,-34.6172737911,-58.4154084613,Almagro
118000.0,36.0,-34.5701065701,-58.4762481502,Villa Urquiza
154000.0,51.0,-34.6130232,-58.4403397,Caballito
233200.0,78.0,-34.597769,-58.42644,Villa Crespo
245000.0,81.0,-34.5930858,-58.4047026,Barrio Norte
191134.0,71.0,-34.54179,-58.476815,Nuñez
114000.0,38.0,-34.61601,-58.411101,Balvanera
205095.0,54.0,-34.6153103,-58.3619834,Puerto Madero
123000.0,65.0,-34.6476061,-58.4983902,Mataderos
208000.0,72.0,-34.5898226,-58.4176726,Palermo
190000.0,100.0,-34.6088594,-58.4697774,Villa General Mitre
220000.0,100.0,-34.6268136,-58.3742088,San Telmo
140000.0,45.0,-34.6212444,-58.4203257,Boedo
66458.0,35.0,-34.6177722,-58.406557,San Cristobal
199000.0,97.0,-34.621696,-58.409414,San Cristobal
97000.0,55.0,-34.616489,-58.418777,Almagro
88000.0,38.0,-34.6186575,-58.4011917,San Cristobal
160000.0,54.0,-34.5537706,-58.4555007,Belgrano
279000.0,91.0,-34.5700969,-58.4323015,Las Cañitas
165000.0,62.0,-34.59793,-58.3882455,Tribunales
99000.0,37.0,-34.5991142,-58.3945029,Barrio Norte
85000.0,63.0,-34.6132199,-58.4249296,Almagro
120029.46,43.0,-34.6132024,-58.4330886,Caballito
100000.0,31.0,-34.6037137392,-58.3815808896,Palermo
280000.0,50.0,-34.5875191,-58.4090566,Palermo
130000.0,46.0,-34.620318,-58.377252,San Telmo
73600.0,31.0,-34.6227163,-58.3915063,San Cristobal
325000.0,61.0,-34.6148839,-58.363056,Puerto Madero
79400.0,38.0,-34.561036,-58.465955,Belgrano
85000.0,40.0,-34.6096454,-58.4186777,Almagro
330000.0,69.0,-34.5806183,-58.442037,Palermo
125000.0,48.0,-34.5495458,-58.4541288,Nuñez
119000.0,54.0,-34.6095979,-58.4189946,Balvanera
71899.0,34.0,-34.593335,-58.442214,Villa Crespo
88060.0,34.0,-34.6063416,-58.4464868,Caballito
70000.0,37.0,-34.599477,-58.430738,Villa Crespo
85000.0,50.0,-34.6110666,-58.4871486,Villa Santa Rita
95000.0,50.0,-34.617048,-58.460831,Flores
285000.0,70.0,-34.5746052,-58.437618,Palermo
135000.0,72.0,-34.619789,-58.375994,San Telmo
112781.45,50.0,-34.6177615,-58.383662,Balvanera
72900.0,38.0,-34.629398,-58.39985,Parque Patricios
230000.0,90.0,-34.5900642,-58.3919863,Barrio Norte
124000.0,46.0,-34.5391519,-58.4648529,Nuñez
130000.0,57.0,-34.546659,-58.479767,Saavedra
96189.0,32.0,-34.572721,-58.483565,Villa Urquiza
190000.0,91.0,,,Floresta
86000.0,49.0,-34.60672,-58.42761,Almagro
135000.0,47.0,-34.5925561,-58.4309181,Palermo
81500.0,73.0,-34.58625,-58.504783,Villa Pueyrredón
110940.0,39.0,-34.5981394,-58.486145,Villa del Parque
111359.0,47.0,-34.6244303,-58.3741828,San Telmo
140000.0,55.0,-34.586138,-58.438585,Palermo
125000.0,40.0,-34.606967,-58.5157689,Villa Devoto
84000.0,36.0,-34.6133619,-58.38541,Monserrat
127000.0,49.0,-34.620698,-58.4284928,Caballito
79500.0,37.0,-34.6070697666,-58.4445573958,Caballito
90000.0,60.0,-34.6127235,-58.3927514,Balvanera
105000.0,59.0,-34.6189485,-58.5069368,Monte Castro
134827.61,46.0,-34.620556,-58.371667,San Telmo
98000.0,44.0,-34.620043,-58.462678,Flores
130000.0,66.0,-34.6148053,-58.4769393,Villa del Parque
220000.0,86.0,-34.576864,-58.448797,Colegiales
86400.0,50.0,-34.617975,-58.460451,Flores
90000.0,33.0,-34.609251,-58.431375,Caballito
99000.0,65.0,-34.61901,-58.377319,San Telmo
220000.0,64.0,-34.5716907995,-58.4774176961,Villa Urquiza
87000.0,35.0,-34.596662,-58.407247,Recoleta
82000.0,49.0,-34.6340028063,-58.5291707087,Versalles
105000.0,38.0,-34.6121231,-58.3672281,Belgrano
226063.0,83.0,-34.572721,-58.483565,Villa Urquiza
108000.0,51.0,-34.638122,-58.363254,Boca
83000.0,56.0,-34.605735,-58.404241,Balvanera
67000.0,33.0,-34.6233306,-58.461768,Caballito
75500.0,32.0,-34.6313393607,-58.3739196904,Barracas
90000.0,60.0,-34.5976889,-58.3795044,San Nicolás
120000.0,39.0,-34.5861553,-58.4300609,Palermo
115000.0,63.0,-34.5966566,-58.4381344,Villa Crespo
91500.0,44.0,-34.639048,-58.521131,Liniers
132000.0,47.0,-34.559446,-58.468637,Belgrano
145000.0,60.0,-34.554374,-58.46323,Nuñez
130000.0,42.0,-34.5553119,-58.4405232,Belgrano
114000.0,67.0,-34.58751,-58.510665,Villa Devoto
59815.05,37.0,-34.5888889,-58.4305556,Palermo
220000.0,86.0,-34.63295,-58.373844,Barracas
94900.0,52.0,-34.623868,-58.369812,San Telmo
189000.0,53.0,-34.578237,-58.433597,Palermo
170000.0,72.0,-34.577857,-58.495352,Villa Urquiza
125000.0,71.0,-34.6118917,-58.3970302,Congreso
107000.0,42.0,-34.592068,-58.4334936,Palermo
203000.0,44.0,-34.6113922,-58.373383,Monserrat
75000.0,34.0,-34.599055,-58.478508,Agronomía
70000.0,31.0,-34.6033997612,-58.3984088548,Once
100000.0,52.0,-34.637834,-58.503098,Villa Luro
80000.0,64.0,-34.632076,-58.3630584,Boca
395000.0,58.0,-34.607036,-58.3667729,Puerto Madero
85000.0,60.0,-34.6378706,-58.3602495,Balvanera
90000.0,44.0,-34.6174473,-58.3752695,San Telmo
71359.98,32.0,-34.5677019,-58.4863498,Villa Urquiza
99300.0,46.0,-34.6195076,-58.4780504,Flores
129000.0,59.0,-34.6107644,-58.4289207,Almagro
122000.0,36.0,-34.5804014042,-58.4418550761,Palermo
98000.0,51.0,-34.6246107,-58.4513613,Caballito
245000.0,94.0,-34.5898479,-58.4074028,Palermo
215000.0,88.0,-34.5968099043,-58.4419467474,Villa Crespo
135000.0,95.0,-34.6313504,-58.487992,Floresta
97000.0,50.0,-34.5560058,-58.4779032,Coghlan
155000.0,46.0,-34.5512502,-58.4523873,Nuñez
181721.32,64.0,-34.5514604244,-58.4677296433,Nuñez
135000.0,61.0,-34.629394,-58.506856,Monte Castro
65000.0,56.0,-34.6535155,-58.5229925,Liniers
92500.0,43.0,-34.6381014,-58.4319068,Parque Chacabuco
149000.0,63.0,-34.568528,-58.472028,Villa Urquiza
225000.0,70.0,-34.5859727,-58.4148281,Recoleta
109000.0,62.0,-34.6050004,-58.4591789,Paternal
105300.0,36.0,-34.62818,-58.429483,Caballito
125000.0,51.0,-34.633449,-58.36955,Boca
135500.0,43.0,-34.553811,-58.453759,Belgrano
95000.0,34.0,-34.6031267,-58.4410494,Villa Crespo
94000.0,35.0,-34.5715462,-58.4832391,Villa Urquiza
82000.0,73.0,-34.6316459,-58.3629581,Boca
95300.1,33.0,,,Boedo
150000.0,60.0,-34.567026,-58.438361,Palermo
176000.0,60.0,-34.610635,-58.443855,Caballito
70000.0,33.0,-34.6243555704,-58.4080709784,San Cristobal
108000.0,36.0,-34.5972185,-58.3918557,Barrio Norte
185000.0,63.0,-34.5602381374,-58.4436559523,Belgrano
191000.0,47.0,-34.5495227,-58.4692294,Nuñez
179000.0,65.0,-34.549461,-58.471556,Nuñez
90000.0,43.0,-34.5830691,-58.4481004,Palermo
180000.0,79.0,-34.5620246,-58.4580944,Belgrano
129000.0,55.0,,,
145000.0,50.0,-34.6306674,-58.4534846,Caballito
88000.0,46.0,-34.5786879,-58.4573579,Belgrano
276500.0,90.0,-34.595346,-58.441408,Villa Crespo
94905.48,42.0,-34.6235,-58.404180217,San Cristobal
183300.0,61.0,-34.5719003943,-58.4744939153,Villa Urquiza
78100.0,35.0,-34.5933706,-58.4422322,Villa Crespo
146000.0,67.0,-34.58751,-58.510665,Villa Devoto
125000.0,60.0,-34.5843603,-58.453461,Chacarita
76184.0,34.0,-34.593335,-58.442214,Villa Crespo
80000.0,35.0,-34.5758276,-58.4951948,Villa Urquiza
84500.0,42.0,-34.60615,-58.379495,San Nicolás
93000.0,37.0,-34.5663095,-58.4703235,Belgrano
93975.0,31.0,-34.595916,-58.408314,Recoleta
127000.0,48.0,-34.560245,-58.44525,Belgrano
105925.77,42.0,-34.6173646,-58.4620706,Caballito
125000.0,70.0,-34.6414216,-58.5276695,Liniers
104000.0,33.0,-34.5783349,-58.4235097,Palermo
118000.0,36.0,-34.5493342,-58.4543951,Nuñez
148847.0,58.0,-34.6125496,-58.4329772,Almagro
144000.0,70.0,-34.6234204,-58.4122482,Boedo
149000.0,42.0,-34.5729256,-58.4799238,Villa Urquiza
73000.0,42.0,-34.6312846,-58.4679579,Flores
75000.0,35.0,-34.583376,-58.4729872,Villa Urquiza
135000.0,70.0,-34.602763873,-58.4331898201,Almagro
146000.0,68.0,,,Nuñez
110000.0,70.0,-34.623632,-58.378348,San Telmo
78476.25,32.0,-34.620556,-58.371667,San Telmo
101808.0,35.0,-34.6148483,-58.4604643,Caballito
105000.0,43.0,-34.5989732,-58.4290863,Villa Crespo
137000.0,42.0,-34.607026,-58.442438,Caballito
80000.0,37.0,,,Floresta
90123.38,44.0,-34.637261,-58.36907,Barracas
165000.0,86.0,-34.637834,-58.503098,Villa Luro
127000.0,56.0,-34.632917,-58.370265,Barracas
100200.0,47.0,-34.5564958379,-58.4890118641,Villa Urquiza
115000.0,48.0,-34.5742368234,-58.4725524607,Coghlan
120000.0,70.0,-34.6046743299,-58.4019804129,Centro / Microcentro
270000.0,77.0,-34.562086,-58.448357,Belgrano
75000.0,34.0,-34.5936671,-58.4452762,Chacarita
88657.38,35.0,-34.6288527962,-58.4677935278,Flores
69000.0,35.0,-34.6213248919,-58.3741378784,San Telmo
85000.0,42.0,-34.598987,-58.376997,Centro / Microcentro
165000.0,69.0,-34.596431,-58.379939,Retiro
99800.0,44.0,-34.578829,-58.479238,Villa Urquiza
135000.0,78.0,-34.6225465508,-58.4614326603,Flores
184000.0,99.0,-34.5970138957,-58.4341279413,Villa Crespo
84000.0,31.0,-34.6303559,-58.4516335321,Caballito
159000.0,63.0,-34.5627120494,-58.4576464929,Belgrano
95000.0,50.0,-34.6251184,-58.3767435,San Telmo
60000.0,57.0,-34.6627068247,-58.4704475068,Parque Avellaneda
110000.0,48.0,-34.5942724,-58.4949974,Villa del Parque
75000.0,31.0,-34.6168109,-58.4258977,Almagro
99000.0,61.0,-34.6062543713,-58.4028183069,Balvanera
115000.0,70.0,-34.6371937,-58.4391081,Caballito
230000.0,90.0,-34.6304352,-58.4265762,Boedo
84500.0,44.0,-34.623511,-58.509718,Villa Devoto
92000.0,39.0,-34.602018189,-58.4312446717,Almagro
75600.0,42.0,-34.623749,-58.502625,Villa Luro
109000.0,53.0,-34.6036554,-58.4167791,Almagro
205000.0,79.0,-34.571477,-58.4813,Villa Urquiza
93500.0,36.0,-34.6031267,-58.4410494,Villa Crespo
159900.0,65.0,-34.588209,-58.420379,Palermo
154500.0,65.0,-34.59475,-58.4398737,Villa Crespo
118000.0,33.0,-34.5572395,-58.4649269,Belgrano
197000.0,69.0,-34.5804119,-58.4295334,Palermo
80000.0,35.0,-34.605789,-58.419346,Almagro
177000.0,55.0,-34.6150122,-58.4421941,Caballito
83000.0,37.0,-34.6130871,-58.3813599,Monserrat
85000.0,35.0,-34.599703,-58.407118,Abasto
131500.0,50.0,-34.598107,-58.410285,Palermo
130000.0,45.0,-34.628105,-58.4372342,Caballito
95000.0,60.0,-34.6256063,-58.4535639,Caballito
118000.0,46.0,-34.605963,-58.429451,Caballito
148000.0,56.0,-34.5608635,-58.4618463,Belgrano
116479.68,49.0,-34.606182,-58.430659,Caballito
138000.0,50.0,-34.5538375,-58.4403684,Belgrano
74900.0,68.0,-34.625153,-58.38359,Constitución
150000.0,60.0,-34.6414041336,-58.3707143353,Barracas
155000.0,50.0,-34.5537438,-58.4367477,Belgrano
136000.0,45.0,-34.5978249,-58.4164389,Palermo
175000.0,45.0,-34.5519973086,-58.4587302629,Nuñez
190000.0,72.0,-34.5614806844,-58.4642091688,Villa Urquiza
68000.0,46.0,-34.643274,-58.373569,Barracas
120000.0,37.0,-34.5677584,-58.4751802,Belgrano
85000.0,38.0,-34.6116423,-58.4465187,Caballito
92000.0,35.0,-34.5572395,-58.4649269,Belgrano
110000.0,80.0,-34.6331221,-58.3610542,Boca
138500.0,78.0,-34.587874,-58.439841,Palermo
74676.0,34.0,-34.593335,-58.442214,Villa Crespo
62000.0,57.0,-34.648355,-58.456364,Flores
135000.0,55.0,-34.613259,-58.441166,Caballito
82000.0,43.0,,,
235000.0,88.0,-34.578705,-58.489044,Villa Urquiza
240000.0,86.0,-34.594393,-58.3976095,Barrio Norte
190000.0,50.0,-34.5782365,-58.4234705,Palermo
149500.0,95.0,-34.6025109,-58.4291235,Villa Crespo
73000.0,37.0,-34.6045835,-58.374937,Congreso
96000.0,34.0,-34.5609681,-58.4758459,Coghlan
165000.0,85.0,-34.5975665,-58.4410115,Villa Crespo
160000.0,86.0,-34.6206092,-58.4608419,Flores
91200.0,34.0,-34.5824698,-58.4232882,Palermo
89000.0,37.0,-34.6210349,-58.4175258,Almagro
93000.0,42.0,-34.6035293,-58.4426917,Villa Crespo
110000.0,43.0,-34.6072245,-58.4299827,Almagro
79000.0,57.0,-34.623395,-58.483639,Villa del Parque
140000.0,70.0,-34.5843603,-58.453461,Chacarita
84900.0,65.0,-34.6296861,-58.4663085,Flores
390000.0,88.0,-34.6134686,-58.3624207,Puerto Madero
145000.0,55.0,-34.5838899,-58.446205,Colegiales
89000.0,42.0,-34.5868243,-58.4709285,Villa Ortuzar
85000.0,33.0,-34.5990819676,-58.421941084,Almagro
185000.0,79.0,-34.6243382284,-58.4584291873,Flores
135000.0,50.0,-34.5942200865,-58.4034886949,Barrio Norte
99900.0,46.0,-34.595311,-58.441558,Villa Crespo
272000.0,86.0,-34.5909274,-58.394947,Recoleta
275000.0,90.0,-34.579447,-58.440635,Palermo
170000.0,88.0,-34.636891,-58.488803,Floresta
144693.05,56.0,-34.6264374,-58.4598574,Flores
159500.0,65.0,-34.5961309,-58.4388536,Villa Crespo
149000.0,70.0,-34.5976786,-58.4430195,Villa Crespo
80000.0,47.0,-34.616328,-58.391476,Congreso
74500.0,38.0,-34.5632157,-58.4749849,Coghlan
125000.0,46.0,-34.5991285,-58.4449945,Villa Crespo
183000.0,87.0,-34.6140311,-58.4248489,Almagro
169500.0,77.0,-34.6299244,-58.4098381,Parque Patricios
132000.0,53.0,-34.579164,-58.429177,Palermo
65000.0,34.0,-34.616027,-58.387466,Constitución
47972.65,34.0,-34.6444745,-58.4959441,Villa Luro
89000.0,50.0,-34.617634,-58.418534,Almagro
112000.0,55.0,-34.631813,-58.461385,Flores
309000.0,86.0,-34.5443763617,-58.4591152317,Nuñez
76661.01,31.0,-34.620556,-58.371667,San Telmo
180000.0,75.0,-34.5650308,-58.4641786,Belgrano
175000.0,70.0,-34.5972096913,-58.3975115243,Barrio Norte
114000.0,33.0,-34.5658015878,-58.4373694328,Las Cañitas
109472.0,37.0,-34.564511,-58.464647,Belgrano
129000.0,40.0,-34.5953532,-58.4361049,Villa Crespo
115000.0,78.0,-34.6166811,-58.3869394,Balvanera
115000.0,40.0,-34.583705,-58.433254,Palermo
75000.0,32.0,-34.6005215,-58.386201,Tribunales
130000.0,90.0,-34.6492032,-58.5101665,Liniers
145000.0,51.0,-34.6120151,-58.3982749,Congreso
185000.0,75.0,-34.5979106,-58.405999,Recoleta
122000.0,60.0,-34.6244262,-58.3973636,San Cristobal
120000.0,55.0,-34.5551536,-58.4811299,Saavedra
250000.0,80.0,-34.5492098,-58.4622706,Nuñez
85330.88,32.0,-34.5518,-58.490947,Saavedra
260000.0,94.0,-34.5945010166,-58.397051867,Recoleta
175000.0,81.0,-34.5925,-58.403827,Recoleta
176000.0,74.0,-34.62421,-58.443412,Caballito
87000.0,42.0,-34.6572422,-58.5029706,Mataderos
320000.0,87.0,-34.5862396,-58.387691,Recoleta
120000.0,69.0,-34.6260802,-58.4624526,Flores
93000.0,31.0,-34.565648,-58.489172,Villa Urquiza
241900.0,70.0,-34.5529126,-58.4575992,Nuñez
240000.0,70.0,-34.5597901,-58.4600378,Belgrano
90000.0,50.0,-34.6455229,-58.465639,Almagro
143000.0,44.0,-34.607026,-58.442438,Caballito
138000.0,36.0,-34.564942,-58.451742,Belgrano
115000.0,57.0,-34.5832446,-58.4557785,Chacarita
158356.0,98.0,-34.631255,-58.370463,Barracas
150000.0,80.0,-34.6044772,-58.4066461,Once
190000.0,61.0,-34.5711476,-58.4808834,Villa Urquiza
350000.0,100.0,-34.555317,-58.4571433,Belgrano
75000.0,42.0,-34.604524,-58.399445,Once
159000.0,67.0,-34.5796587,-58.4766458,Villa Urquiza
175000.0,76.0,-34.6174533,-58.4378953,Caballito
119000.0,51.0,-34.5893829666,-58.5113893259,Villa Pueyrredón
210000.0,56.0,-34.5814909,-58.4483922,Palermo
79800.0,37.0,-34.615974,-58.438168,Flores
176000.0,80.0,-34.6268056,-58.4604629,Flores
97500.0,34.0,-34.6031267,-58.4410494,Villa Crespo
75000.0,37.0,-34.599627,-58.430716,Villa Crespo
85000.0,41.0,-34.5719528,-58.4744428,Belgrano
160000.0,64.0,-34.6135374,-58.3875606,Congreso
185000.0,37.0,-34.5762386,-58.4199784,Palermo
92200.0,46.0,-34.6195076,-58.4780504,Flores
165000.0,63.0,-34.597836,-58.430271,Villa Crespo
167000.0,87.0,-34.62106,-58.377957,San Telmo
151800.0,69.0,-34.6239658,-58.3656092,Parque Patricios
149900.0,69.0,-34.595587,-58.439307,Villa Crespo
155000.0,80.0,-34.6117395,-58.4739117,Paternal
85000.0,42.0,-34.6030744969,-58.452836385,Villa Crespo
81900.0,34.0,-34.60746,-58.43891555,Parque Centenario
240000.0,91.0,-34.6037137392,-58.3815808896,Barrio Norte
80000.0,64.0,-34.626128,-58.377914,San Telmo
105000.0,57.0,-34.6067575077,-58.4878228624,Villa del Parque
85000.0,52.0,,,
102500.0,35.0,-34.5915564,-58.4178288,Palermo
115000.0,46.0,-34.579282,-58.48918,Villa Urquiza
148000.0,69.0,-34.5998659,-58.4489357,Villa Crespo
359950.0,75.0,-34.5595205148,-58.4451138624,Belgrano
85000.0,36.0,-34.6022218,-58.3989723,Balvanera
